vGBL Period,vGBL Version,vGBL Account,vGBL Cost Centre,vCST Cost Pool,vCST Service Line,vCST Account Config Measure,vAmount
2026-04,Budget,6004,D001,CP07,Input,Driver Percentage Share,3.45
2026-04,Budget,6004,D002,CP04,Input,Driver Percentage Share,19.76
2026-04,Budget,6004,D002,CP09,Input,Driver Percentage Share,51.48
2026-04,Budget,6004,D002,CP07,Input,Driver Percentage Share,14.73
2026-04,Budget,6004,D002,CP08,Input,Driver Percentage Share,1.53
2026-04,Budget,6004,D002,CP03,Input,Driver Percentage Share,12.5
2026-04,Budget,6004,D003,CP05,Input,Driver Percentage Share,14.73
2026-04,Budget,6004,D003,CP02,Input,Driver Percentage Share,21.37
2026-04,Budget,6004,D003,CP07,Input,Driver Percentage Share,28.51
2026-04,Budget,6004,D003,CP03,Input,Driver Percentage Share,35.39
2026-04,Budget,6004,D004,CP01,Input,Driver Percentage Share,26.4
2026-04,Budget,6004,D004,CP02,Input,Driver Percentage Share,44.73
2026-04,Budget,6004,D004,CP03,Input,Driver Percentage Share,1.74
2026-04,Budget,6004,D004,CP08,Input,Driver Percentage Share,27.13
2026-04,Budget,6004,D005,CP06,Input,Driver Percentage Share,9.26
2026-04,Budget,6004,D005,CP07,Input,Driver Percentage Share,71.98
2026-04,Budget,6004,D005,CP05,Input,Driver Percentage Share,15.21
2026-04,Budget,6004,D005,CP08,Input,Driver Percentage Share,3.55
2026-04,Budget,6004,D006,CP01,Input,Driver Percentage Share,28.92
2026-04,Budget,6004,D006,CP04,Input,Driver Percentage Share,28.07
2026-04,Budget,6004,D006,CP03,Input,Driver Percentage Share,18.99
2026-04,Budget,6004,D006,CP08,Input,Driver Percentage Share,20.22
2026-04,Budget,6004,D006,CP09,Input,Driver Percentage Share,3.8
2026-04,Budget,6004,D007,CP09,Input,Driver Percentage Share,18.43
2026-04,Budget,6004,D007,CP05,Input,Driver Percentage Share,39.4
2026-04,Budget,6004,D007,CP06,Input,Driver Percentage Share,31.33
2026-04,Budget,6004,D007,CP04,Input,Driver Percentage Share,10.84
2026-04,Budget,6004,D008,CP03,Input,Driver Percentage Share,13.63
2026-04,Budget,6004,D008,CP05,Input,Driver Percentage Share,9.43
2026-04,Budget,6004,D008,CP04,Input,Driver Percentage Share,35.26
2026-04,Budget,6004,D008,CP08,Input,Driver Percentage Share,27.22
2026-04,Budget,6004,D008,CP01,Input,Driver Percentage Share,14.46
2026-04,Budget,6004,D009,CP08,Input,Driver Percentage Share,28.4
2026-04,Budget,6004,D009,CP04,Input,Driver Percentage Share,12.24
2026-04,Budget,6004,D009,CP05,Input,Driver Percentage Share,28.63
2026-04,Budget,6004,D009,CP09,Input,Driver Percentage Share,26.7
2026-04,Budget,6004,D009,CP02,Input,Driver Percentage Share,4.03
2026-04,Budget,6004,D010,CP05,Input,Driver Percentage Share,42.52
2026-04,Budget,6004,D010,CP04,Input,Driver Percentage Share,5.21
2026-04,Budget,6004,D010,CP07,Input,Driver Percentage Share,52.27
2026-04,Budget,6004,D011,CP02,Input,Driver Percentage Share,8.51
2026-04,Budget,6004,D011,CP08,Input,Driver Percentage Share,30.47
2026-04,Budget,6004,D011,CP04,Input,Driver Percentage Share,21.63
2026-04,Budget,6004,D011,CP06,Input,Driver Percentage Share,10.68
2026-04,Budget,6004,D011,CP05,Input,Driver Percentage Share,28.71
2026-04,Budget,6004,D012,CP02,Input,Driver Percentage Share,21.39
2026-04,Budget,6004,D012,CP07,Input,Driver Percentage Share,78.61
2026-04,Budget,6004,D013,CP01,Input,Driver Percentage Share,6.65
2026-04,Budget,6004,D013,CP04,Input,Driver Percentage Share,23.17
2026-04,Budget,6004,D013,CP07,Input,Driver Percentage Share,26.49
2026-04,Budget,6004,D013,CP09,Input,Driver Percentage Share,27.87
2026-04,Budget,6004,D013,CP08,Input,Driver Percentage Share,15.82
2026-04,Budget,6004,D014,CP09,Input,Driver Percentage Share,34.22
2026-04,Budget,6004,D014,CP07,Input,Driver Percentage Share,28.36
2026-04,Budget,6004,D014,CP08,Input,Driver Percentage Share,18.1
2026-04,Budget,6004,D014,CP05,Input,Driver Percentage Share,9.89
2026-04,Budget,6004,D014,CP04,Input,Driver Percentage Share,9.43
2026-04,Budget,6004,D015,CP09,Input,Driver Percentage Share,30.19
2026-04,Budget,6004,D015,CP08,Input,Driver Percentage Share,8.52
2026-04,Budget,6004,D015,CP06,Input,Driver Percentage Share,31.42
2026-04,Budget,6004,D015,CP02,Input,Driver Percentage Share,29.87
2026-04,Budget,6004,D016,CP09,Input,Driver Percentage Share,13.63
2026-04,Budget,6004,D016,CP02,Input,Driver Percentage Share,40.92
2026-04,Budget,6004,D016,CP08,Input,Driver Percentage Share,41.66
2026-04,Budget,6004,D016,CP07,Input,Driver Percentage Share,3.79
2026-04,Budget,6004,D017,CP06,Input,Driver Percentage Share,28.15
2026-04,Budget,6004,D017,CP08,Input,Driver Percentage Share,13.17
2026-04,Budget,6004,D017,CP04,Input,Driver Percentage Share,26.03
2026-04,Budget,6004,D017,CP01,Input,Driver Percentage Share,31.99
2026-04,Budget,6004,D017,CP02,Input,Driver Percentage Share,0.66
2026-04,Budget,6005,D001,CP08,Input,Driver Percentage Share,24.24
2026-04,Budget,6005,D001,CP01,Input,Driver Percentage Share,27.09
2026-04,Budget,6005,D001,CP03,Input,Driver Percentage Share,11.91
2026-04,Budget,6005,D001,CP07,Input,Driver Percentage Share,21.24
2026-04,Budget,6005,D001,CP04,Input,Driver Percentage Share,15.52
2026-04,Budget,6005,D002,CP08,Input,Driver Percentage Share,54.42
2026-04,Budget,6005,D002,CP04,Input,Driver Percentage Share,3.62
2026-04,Budget,6005,D002,CP03,Input,Driver Percentage Share,41.96
2026-04,Budget,6005,D003,CP03,Input,Driver Percentage Share,1.63
2026-04,Budget,6005,D003,CP08,Input,Driver Percentage Share,23.8
2026-04,Budget,6005,D003,CP02,Input,Driver Percentage Share,34.1
2026-04,Budget,6005,D003,CP05,Input,Driver Percentage Share,1.64
2026-04,Budget,6005,D003,CP06,Input,Driver Percentage Share,38.83
2026-04,Budget,6005,D004,CP08,Input,Driver Percentage Share,24.96
2026-04,Budget,6005,D004,CP03,Input,Driver Percentage Share,31.41
2026-04,Budget,6005,D004,CP01,Input,Driver Percentage Share,43.63
2026-04,Budget,6005,D005,CP07,Input,Driver Percentage Share,28.25
2026-04,Budget,6005,D005,CP05,Input,Driver Percentage Share,9.17
2026-04,Budget,6005,D005,CP09,Input,Driver Percentage Share,2.17
2026-04,Budget,6005,D005,CP04,Input,Driver Percentage Share,60.41
2026-04,Budget,6005,D006,CP04,Input,Driver Percentage Share,3.48
2026-04,Budget,6005,D006,CP02,Input,Driver Percentage Share,2.68
2026-04,Budget,6005,D006,CP07,Input,Driver Percentage Share,21.36
2026-04,Budget,6005,D006,CP06,Input,Driver Percentage Share,72.48
2026-04,Budget,6005,D007,CP04,Input,Driver Percentage Share,46.12
2026-04,Budget,6005,D007,CP03,Input,Driver Percentage Share,38.86
2026-04,Budget,6005,D007,CP09,Input,Driver Percentage Share,15.02
2026-04,Budget,6005,D008,CP06,Input,Driver Percentage Share,36.73
2026-04,Budget,6005,D008,CP03,Input,Driver Percentage Share,27.38
2026-04,Budget,6005,D008,CP05,Input,Driver Percentage Share,29.65
2026-04,Budget,6005,D008,CP07,Input,Driver Percentage Share,6.24
2026-04,Budget,6005,D009,CP02,Input,Driver Percentage Share,24.65
2026-04,Budget,6005,D009,CP01,Input,Driver Percentage Share,34.88
2026-04,Budget,6005,D009,CP03,Input,Driver Percentage Share,14.44
2026-04,Budget,6005,D009,CP05,Input,Driver Percentage Share,26.03
2026-04,Budget,6005,D010,CP04,Input,Driver Percentage Share,69.8
2026-04,Budget,6005,D010,CP02,Input,Driver Percentage Share,30.2
2026-04,Budget,6005,D011,CP01,Input,Driver Percentage Share,44.61
2026-04,Budget,6005,D011,CP06,Input,Driver Percentage Share,55.39
2026-04,Budget,6005,D012,CP09,Input,Driver Percentage Share,2.92
2026-04,Budget,6005,D012,CP06,Input,Driver Percentage Share,97.08
2026-04,Budget,6005,D013,CP02,Input,Driver Percentage Share,22.73
2026-04,Budget,6005,D013,CP07,Input,Driver Percentage Share,13.99
2026-04,Budget,6005,D013,CP03,Input,Driver Percentage Share,23.58
2026-04,Budget,6005,D013,CP06,Input,Driver Percentage Share,31.02
2026-04,Budget,6005,D013,CP04,Input,Driver Percentage Share,8.68
2026-04,Budget,6005,D014,CP08,Input,Driver Percentage Share,9.19
2026-04,Budget,6005,D014,CP07,Input,Driver Percentage Share,29.18
2026-04,Budget,6005,D014,CP09,Input,Driver Percentage Share,28.46
2026-04,Budget,6005,D014,CP06,Input,Driver Percentage Share,2.97
2026-04,Budget,6005,D014,CP05,Input,Driver Percentage Share,30.2
2026-04,Budget,6005,D015,CP08,Input,Driver Percentage Share,2.7
2026-04,Budget,6005,D015,CP07,Input,Driver Percentage Share,80.17
2026-04,Budget,6005,D015,CP03,Input,Driver Percentage Share,17.13
2026-04,Budget,6005,D016,CP06,Input,Driver Percentage Share,15.93
2026-04,Budget,6005,D016,CP05,Input,Driver Percentage Share,33.95
2026-04,Budget,6005,D016,CP03,Input,Driver Percentage Share,50.12
2026-04,Budget,6005,D017,CP09,Input,Driver Percentage Share,10.63
2026-04,Budget,6005,D017,CP04,Input,Driver Percentage Share,89.37
2026-04,Budget,6006,D001,CP09,Input,Driver Percentage Share,31.84
2026-04,Budget,6006,D001,CP04,Input,Driver Percentage Share,1.23
2026-04,Budget,6006,D001,CP06,Input,Driver Percentage Share,20.91
2026-04,Budget,6006,D001,CP08,Input,Driver Percentage Share,28.73
2026-04,Budget,6006,D001,CP07,Input,Driver Percentage Share,17.29
2026-04,Budget,6006,D002,CP08,Input,Driver Percentage Share,33.11
2026-04,Budget,6006,D002,CP06,Input,Driver Percentage Share,21.16
2026-04,Budget,6006,D002,CP04,Input,Driver Percentage Share,27.29
2026-04,Budget,6006,D002,CP09,Input,Driver Percentage Share,18.44
2026-04,Budget,6006,D003,CP02,Input,Driver Percentage Share,8.43
2026-04,Budget,6006,D003,CP04,Input,Driver Percentage Share,37.8
2026-04,Budget,6006,D003,CP03,Input,Driver Percentage Share,53.77
2026-04,Budget,6006,D004,CP04,Input,Driver Percentage Share,22.15
2026-04,Budget,6006,D004,CP09,Input,Driver Percentage Share,33.16
2026-04,Budget,6006,D004,CP06,Input,Driver Percentage Share,44.69
2026-04,Budget,6006,D005,CP02,Input,Driver Percentage Share,24.1
2026-04,Budget,6006,D005,CP04,Input,Driver Percentage Share,20.18
2026-04,Budget,6006,D005,CP03,Input,Driver Percentage Share,47.27
2026-04,Budget,6006,D005,CP09,Input,Driver Percentage Share,8.45
2026-04,Budget,6006,D006,CP01,Input,Driver Percentage Share,84.67
2026-04,Budget,6006,D006,CP05,Input,Driver Percentage Share,15.33
2026-04,Budget,6006,D007,CP02,Input,Driver Percentage Share,16.52
2026-04,Budget,6006,D007,CP01,Input,Driver Percentage Share,11.75
2026-04,Budget,6006,D007,CP05,Input,Driver Percentage Share,33.3
2026-04,Budget,6006,D007,CP03,Input,Driver Percentage Share,8.71
2026-04,Budget,6006,D007,CP04,Input,Driver Percentage Share,29.72
2026-04,Budget,6006,D008,CP02,Input,Driver Percentage Share,46.01
2026-04,Budget,6006,D008,CP07,Input,Driver Percentage Share,53.99
2026-04,Budget,6006,D009,CP03,Input,Driver Percentage Share,46.08
2026-04,Budget,6006,D009,CP09,Input,Driver Percentage Share,53.92
2026-04,Budget,6006,D010,CP04,Input,Driver Percentage Share,57.28
2026-04,Budget,6006,D010,CP02,Input,Driver Percentage Share,42.72
2026-04,Budget,6006,D011,CP09,Input,Driver Percentage Share,50.63
2026-04,Budget,6006,D011,CP07,Input,Driver Percentage Share,16.57
2026-04,Budget,6006,D011,CP04,Input,Driver Percentage Share,32.8
2026-04,Budget,6006,D012,CP05,Input,Driver Percentage Share,43.4
2026-04,Budget,6006,D012,CP01,Input,Driver Percentage Share,9.51
2026-04,Budget,6006,D012,CP09,Input,Driver Percentage Share,9.66
2026-04,Budget,6006,D012,CP06,Input,Driver Percentage Share,30.24
2026-04,Budget,6006,D012,CP08,Input,Driver Percentage Share,7.19
2026-04,Budget,6006,D013,CP09,Input,Driver Percentage Share,0.25
2026-04,Budget,6006,D013,CP02,Input,Driver Percentage Share,43.03
2026-04,Budget,6006,D013,CP08,Input,Driver Percentage Share,56.72
2026-04,Budget,6006,D014,CP01,Input,Driver Percentage Share,19.54
2026-04,Budget,6006,D014,CP04,Input,Driver Percentage Share,59.41
2026-04,Budget,6006,D014,CP03,Input,Driver Percentage Share,4.92
2026-04,Budget,6006,D014,CP06,Input,Driver Percentage Share,16.13
2026-04,Budget,6006,D015,CP04,Input,Driver Percentage Share,28.76
2026-04,Budget,6006,D015,CP07,Input,Driver Percentage Share,19.06
2026-04,Budget,6006,D015,CP01,Input,Driver Percentage Share,33.98
2026-04,Budget,6006,D015,CP05,Input,Driver Percentage Share,18.2
2026-04,Budget,6006,D016,CP03,Input,Driver Percentage Share,41.93
2026-04,Budget,6006,D016,CP05,Input,Driver Percentage Share,58.07
2026-04,Budget,6006,D017,CP08,Input,Driver Percentage Share,20.03
2026-04,Budget,6006,D017,CP02,Input,Driver Percentage Share,26.5
2026-04,Budget,6006,D017,CP04,Input,Driver Percentage Share,17.92
2026-04,Budget,6006,D017,CP06,Input,Driver Percentage Share,35.55
2026-04,Budget,6007,D001,CP02,Input,Driver Percentage Share,25.23
2026-04,Budget,6007,D001,CP01,Input,Driver Percentage Share,1.08
2026-04,Budget,6007,D001,CP04,Input,Driver Percentage Share,9.57
2026-04,Budget,6007,D001,CP06,Input,Driver Percentage Share,28.17
2026-04,Budget,6007,D001,CP03,Input,Driver Percentage Share,35.95
2026-04,Budget,6007,D002,CP05,Input,Driver Percentage Share,81.33
2026-04,Budget,6007,D002,CP01,Input,Driver Percentage Share,18.67
2026-04,Budget,6007,D003,CP05,Input,Driver Percentage Share,42.64
2026-04,Budget,6007,D003,CP03,Input,Driver Percentage Share,20.68
2026-04,Budget,6007,D003,CP09,Input,Driver Percentage Share,17.96
2026-04,Budget,6007,D003,CP04,Input,Driver Percentage Share,14.12
2026-04,Budget,6007,D003,CP06,Input,Driver Percentage Share,4.6
2026-04,Budget,6007,D004,CP06,Input,Driver Percentage Share,31.8
2026-04,Budget,6007,D004,CP07,Input,Driver Percentage Share,42.51
2026-04,Budget,6007,D004,CP09,Input,Driver Percentage Share,25.69
2026-04,Budget,6007,D005,CP08,Input,Driver Percentage Share,49.31
2026-04,Budget,6007,D005,CP02,Input,Driver Percentage Share,50.69
2026-04,Budget,6007,D006,CP09,Input,Driver Percentage Share,17.62
2026-04,Budget,6007,D006,CP01,Input,Driver Percentage Share,8.0
2026-04,Budget,6007,D006,CP06,Input,Driver Percentage Share,15.43
2026-04,Budget,6007,D006,CP05,Input,Driver Percentage Share,32.27
2026-04,Budget,6007,D006,CP04,Input,Driver Percentage Share,26.68
2026-04,Budget,6007,D007,CP04,Input,Driver Percentage Share,37.19
2026-04,Budget,6007,D007,CP05,Input,Driver Percentage Share,62.81
2026-04,Budget,6007,D008,CP08,Input,Driver Percentage Share,35.66
2026-04,Budget,6007,D008,CP02,Input,Driver Percentage Share,31.67
2026-04,Budget,6007,D008,CP01,Input,Driver Percentage Share,13.86
2026-04,Budget,6007,D008,CP06,Input,Driver Percentage Share,0.61
2026-04,Budget,6007,D008,CP05,Input,Driver Percentage Share,18.2
2026-04,Budget,6007,D009,CP02,Input,Driver Percentage Share,37.34
2026-04,Budget,6007,D009,CP08,Input,Driver Percentage Share,8.88
2026-04,Budget,6007,D009,CP01,Input,Driver Percentage Share,53.78
2026-04,Budget,6007,D010,CP09,Input,Driver Percentage Share,45.4
2026-04,Budget,6007,D010,CP05,Input,Driver Percentage Share,11.29
2026-04,Budget,6007,D010,CP04,Input,Driver Percentage Share,25.54
2026-04,Budget,6007,D010,CP07,Input,Driver Percentage Share,17.77
2026-04,Budget,6007,D011,CP02,Input,Driver Percentage Share,36.93
2026-04,Budget,6007,D011,CP05,Input,Driver Percentage Share,19.4
2026-04,Budget,6007,D011,CP07,Input,Driver Percentage Share,43.67
2026-04,Budget,6007,D012,CP01,Input,Driver Percentage Share,28.46
2026-04,Budget,6007,D012,CP05,Input,Driver Percentage Share,19.71
2026-04,Budget,6007,D012,CP06,Input,Driver Percentage Share,22.43
2026-04,Budget,6007,D012,CP03,Input,Driver Percentage Share,29.4
2026-04,Budget,6007,D013,CP09,Input,Driver Percentage Share,19.45
2026-04,Budget,6007,D013,CP08,Input,Driver Percentage Share,9.61
