vGBL Period,vGBL Version,vGBL Account,vGBL Cost Centre,vCST Cost Pool,vCST Service Line,vCST Account Config Measure,vAmount
2026-04,Budget,6003,D009,Input,Input,Amount,81043
2026-04,Budget,6003,D010,Input,Input,Amount,68665
2026-04,Budget,6003,D011,Input,Input,Amount,250386
2026-04,Budget,6003,D012,Input,Input,Amount,242965
2026-04,Budget,6003,D013,Input,Input,Amount,591654
2026-04,Budget,6003,D014,Input,Input,Amount,395890
2026-04,Budget,6003,D015,Input,Input,Amount,215151
2026-04,Budget,6003,D016,Input,Input,Amount,40442
2026-04,Budget,6003,D017,Input,Input,Amount,211159
2026-04,Budget,6004,D001,Input,Input,Amount,71717
2026-04,Budget,6004,D002,Input,Input,Amount,80247
2026-04,Budget,6004,D003,Input,Input,Amount,79446
2026-04,Budget,6004,D004,Input,Input,Amount,75189
2026-04,Budget,6004,D005,Input,Input,Amount,67847
2026-04,Budget,6004,D006,Input,Input,Amount,88700
2026-04,Budget,6004,D007,Input,Input,Amount,71619
2026-04,Budget,6004,D008,Input,Input,Amount,82496
2026-04,Budget,6004,D009,Input,Input,Amount,75708
2026-04,Budget,6004,D010,Input,Input,Amount,80010
2026-04,Budget,6004,D011,Input,Input,Amount,507740
2026-04,Budget,6004,D012,Input,Input,Amount,66549
2026-04,Budget,6004,D013,Input,Input,Amount,370149
2026-04,Budget,6004,D014,Input,Input,Amount,590876
2026-04,Budget,6004,D015,Input,Input,Amount,392948
2026-04,Budget,6004,D016,Input,Input,Amount,204222
2026-04,Budget,6004,D017,Input,Input,Amount,243386
2026-04,Budget,6005,D001,Input,Input,Amount,109348
2026-04,Budget,6005,D002,Input,Input,Amount,98118
2026-04,Budget,6005,D003,Input,Input,Amount,94439
2026-04,Budget,6005,D004,Input,Input,Amount,79110
2026-04,Budget,6005,D005,Input,Input,Amount,112823
2026-04,Budget,6005,D006,Input,Input,Amount,102837
2026-04,Budget,6005,D007,Input,Input,Amount,89911
2026-04,Budget,6005,D008,Input,Input,Amount,110994
2026-04,Budget,6005,D009,Input,Input,Amount,95294
2026-04,Budget,6005,D010,Input,Input,Amount,67103
2026-04,Budget,6005,D011,Input,Input,Amount,120514
2026-04,Budget,6005,D012,Input,Input,Amount,347706
2026-04,Budget,6005,D013,Input,Input,Amount,36391
2026-04,Budget,6005,D014,Input,Input,Amount,415198
2026-04,Budget,6005,D015,Input,Input,Amount,71433
2026-04,Budget,6005,D016,Input,Input,Amount,330305
2026-04,Budget,6005,D017,Input,Input,Amount,289117
2026-04,Budget,6006,D001,Input,Input,Amount,541718
2026-04,Budget,6006,D002,Input,Input,Amount,79013
2026-04,Budget,6006,D003,Input,Input,Amount,202386
2026-04,Budget,6006,D004,Input,Input,Amount,131923
2026-04,Budget,6006,D005,Input,Input,Amount,398377
2026-04,Budget,6006,D006,Input,Input,Amount,136216
2026-04,Budget,6006,D007,Input,Input,Amount,136591
2026-04,Budget,6006,D008,Input,Input,Amount,222768
2026-04,Budget,6006,D009,Input,Input,Amount,542498
2026-04,Budget,6006,D010,Input,Input,Amount,338891
2026-04,Budget,6006,D011,Input,Input,Amount,252705
2026-04,Budget,6006,D012,Input,Input,Amount,606650
2026-04,Budget,6006,D013,Input,Input,Amount,395227
2026-04,Budget,6006,D014,Input,Input,Amount,452150
2026-04,Budget,6006,D015,Input,Input,Amount,71402
2026-04,Budget,6006,D016,Input,Input,Amount,588763
2026-04,Budget,6006,D017,Input,Input,Amount,554141
2026-04,Budget,6007,D001,Input,Input,Amount,44742
2026-04,Budget,6007,D002,Input,Input,Amount,410516
2026-04,Budget,6007,D003,Input,Input,Amount,65895
2026-04,Budget,6007,D004,Input,Input,Amount,286297
2026-04,Budget,6007,D005,Input,Input,Amount,230612
2026-04,Budget,6007,D006,Input,Input,Amount,117581
2026-04,Budget,6007,D007,Input,Input,Amount,86304
2026-04,Budget,6007,D008,Input,Input,Amount,352894
2026-04,Budget,6007,D009,Input,Input,Amount,310299
2026-04,Budget,6007,D010,Input,Input,Amount,381462
2026-04,Budget,6007,D011,Input,Input,Amount,362385
2026-04,Budget,6007,D012,Input,Input,Amount,427985
2026-04,Budget,6007,D013,Input,Input,Amount,222326
2026-04,Budget,6007,D014,Input,Input,Amount,269223
2026-04,Budget,6007,D015,Input,Input,Amount,444516
2026-04,Budget,6007,D016,Input,Input,Amount,384479
2026-04,Budget,6007,D017,Input,Input,Amount,433870
2026-04,Budget,6008,D001,Input,Input,Amount,68000
2026-04,Budget,6008,D002,Input,Input,Amount,369422
2026-04,Budget,6008,D003,Input,Input,Amount,184286
2026-04,Budget,6008,D004,Input,Input,Amount,555783
2026-04,Budget,6008,D005,Input,Input,Amount,275738
2026-04,Budget,6008,D006,Input,Input,Amount,76319
2026-04,Budget,6008,D007,Input,Input,Amount,68126
2026-04,Budget,6008,D008,Input,Input,Amount,305631
2026-04,Budget,6008,D009,Input,Input,Amount,92185
2026-04,Budget,6008,D010,Input,Input,Amount,527259
2026-04,Budget,6008,D011,Input,Input,Amount,590735
2026-04,Budget,6008,D012,Input,Input,Amount,197890
2026-04,Budget,6008,D013,Input,Input,Amount,162389
2026-04,Budget,6008,D014,Input,Input,Amount,198313
2026-04,Budget,6008,D015,Input,Input,Amount,381853
2026-04,Budget,6008,D016,Input,Input,Amount,621719
2026-04,Budget,6008,D017,Input,Input,Amount,254002
2026-04,Budget,6009,D001,Input,Input,Amount,561009
2026-04,Budget,6009,D002,Input,Input,Amount,181148
2026-04,Budget,6009,D003,Input,Input,Amount,195602
2026-04,Budget,6009,D004,Input,Input,Amount,200877
2026-04,Budget,6009,D005,Input,Input,Amount,186603
2026-04,Budget,6009,D006,Input,Input,Amount,227674
2026-04,Budget,6009,D007,Input,Input,Amount,141347
2026-04,Budget,6009,D008,Input,Input,Amount,226250
2026-04,Budget,6009,D009,Input,Input,Amount,496353
2026-04,Budget,6009,D010,Input,Input,Amount,512281
2026-04,Budget,6009,D011,Input,Input,Amount,523701
2026-04,Budget,6009,D012,Input,Input,Amount,267856
2026-04,Budget,6009,D013,Input,Input,Amount,507682
2026-04,Budget,6009,D014,Input,Input,Amount,130821
2026-04,Budget,6009,D015,Input,Input,Amount,112548
2026-04,Budget,6009,D016,Input,Input,Amount,184716
2026-04,Budget,6009,D017,Input,Input,Amount,487892
2026-04,Budget,6010,D001,Input,Input,Amount,221368
2026-04,Budget,6010,D002,Input,Input,Amount,136134
2026-04,Budget,6010,D003,Input,Input,Amount,223939
2026-04,Budget,6010,D004,Input,Input,Amount,359137
2026-04,Budget,6010,D005,Input,Input,Amount,284742
2026-04,Budget,6010,D006,Input,Input,Amount,146563
2026-04,Budget,6010,D007,Input,Input,Amount,549387
2026-04,Budget,6010,D008,Input,Input,Amount,415708
2026-04,Budget,6010,D009,Input,Input,Amount,215377
2026-04,Budget,6010,D010,Input,Input,Amount,556021
2026-04,Budget,6010,D011,Input,Input,Amount,249771
2026-04,Budget,6010,D012,Input,Input,Amount,426482
2026-04,Budget,6010,D013,Input,Input,Amount,143566
2026-04,Budget,6010,D014,Input,Input,Amount,510182
2026-04,Budget,6010,D015,Input,Input,Amount,464021
2026-04,Budget,6010,D016,Input,Input,Amount,188914
2026-04,Budget,6010,D017,Input,Input,Amount,623229
2026-04,Budget,6011,D001,Input,Input,Amount,614732
2026-04,Budget,6011,D002,Input,Input,Amount,559380
2026-04,Budget,6011,D003,Input,Input,Amount,125364
2026-04,Budget,6011,D004,Input,Input,Amount,383192
2026-04,Budget,6011,D005,Input,Input,Amount,199382
2026-04,Budget,6011,D006,Input,Input,Amount,420703
2026-04,Budget,6011,D007,Input,Input,Amount,145657
2026-04,Budget,6011,D008,Input,Input,Amount,381475
2026-04,Budget,6011,D009,Input,Input,Amount,530467
2026-04,Budget,6011,D010,Input,Input,Amount,94468
2026-04,Budget,6011,D011,Input,Input,Amount,548729
2026-04,Budget,6011,D012,Input,Input,Amount,501114
2026-04,Budget,6011,D013,Input,Input,Amount,600725
2026-04,Budget,6011,D014,Input,Input,Amount,372070
2026-04,Budget,6011,D015,Input,Input,Amount,430523
2026-04,Budget,6011,D016,Input,Input,Amount,540645
2026-04,Budget,6011,D017,Input,Input,Amount,603312
2026-04,Budget,6012,D001,Input,Input,Amount,277723
2026-04,Budget,6012,D002,Input,Input,Amount,362906
2026-04,Budget,6012,D003,Input,Input,Amount,436938
2026-04,Budget,6012,D004,Input,Input,Amount,55424
2026-04,Budget,6012,D005,Input,Input,Amount,202977
2026-04,Budget,6012,D006,Input,Input,Amount,329415
2026-04,Budget,6012,D007,Input,Input,Amount,342303
2026-04,Budget,6012,D008,Input,Input,Amount,61480
2026-04,Budget,6012,D009,Input,Input,Amount,215672
2026-04,Budget,6012,D010,Input,Input,Amount,412752
2026-04,Budget,6012,D011,Input,Input,Amount,191744
2026-04,Budget,6012,D012,Input,Input,Amount,121438
2026-04,Budget,6012,D013,Input,Input,Amount,59714
2026-04,Budget,6012,D014,Input,Input,Amount,92282
2026-04,Budget,6012,D015,Input,Input,Amount,91395
2026-04,Budget,6012,D016,Input,Input,Amount,204871
2026-04,Budget,6012,D017,Input,Input,Amount,335465
2026-04,Budget,6013,D001,Input,Input,Amount,382950
2026-04,Budget,6013,D002,Input,Input,Amount,378459
2026-04,Budget,6013,D003,Input,Input,Amount,200489
2026-04,Budget,6013,D004,Input,Input,Amount,216445
2026-04,Budget,6013,D005,Input,Input,Amount,585785
2026-04,Budget,6013,D006,Input,Input,Amount,504770
2026-04,Budget,6013,D007,Input,Input,Amount,404169
2026-04,Budget,6013,D008,Input,Input,Amount,486276
2026-04,Budget,6013,D009,Input,Input,Amount,350087
2026-04,Budget,6013,D010,Input,Input,Amount,390858
2026-04,Budget,6013,D011,Input,Input,Amount,32707
2026-04,Budget,6013,D012,Input,Input,Amount,178268
2026-04,Budget,6013,D013,Input,Input,Amount,538128
2026-04,Budget,6013,D014,Input,Input,Amount,153699
2026-04,Budget,6013,D015,Input,Input,Amount,120618
2026-04,Budget,6013,D016,Input,Input,Amount,199914
2026-04,Budget,6013,D017,Input,Input,Amount,364452
2026-04,Budget,6014,D001,Input,Input,Amount,390877
2026-04,Budget,6014,D002,Input,Input,Amount,318256
2026-04,Budget,6014,D003,Input,Input,Amount,269388
2026-04,Budget,6014,D004,Input,Input,Amount,306077
2026-04,Budget,6014,D005,Input,Input,Amount,192645
2026-04,Budget,6014,D006,Input,Input,Amount,69770
2026-04,Budget,6014,D007,Input,Input,Amount,195297
2026-04,Budget,6014,D008,Input,Input,Amount,289101
2026-04,Budget,6014,D009,Input,Input,Amount,520084
2026-04,Budget,6014,D010,Input,Input,Amount,436954
2026-04,Budget,6014,D011,Input,Input,Amount,489440
2026-04,Budget,6014,D012,Input,Input,Amount,443990
2026-04,Budget,6014,D013,Input,Input,Amount,156140
2026-04,Budget,6014,D014,Input,Input,Amount,546524
2026-04,Budget,6014,D015,Input,Input,Amount,477780
2026-04,Budget,6014,D016,Input,Input,Amount,624913
2026-04,Budget,6014,D017,Input,Input,Amount,484955
2026-04,Budget,6015,D001,Input,Input,Amount,560650
2026-04,Budget,6015,D002,Input,Input,Amount,84974
2026-04,Budget,6015,D003,Input,Input,Amount,227348
2026-04,Budget,6015,D004,Input,Input,Amount,489772
2026-04,Budget,6015,D005,Input,Input,Amount,395413
2026-04,Budget,6015,D006,Input,Input,Amount,89523
2026-04,Budget,6015,D007,Input,Input,Amount,239212
2026-04,Budget,6015,D008,Input,Input,Amount,270553
2026-04,Budget,6015,D009,Input,Input,Amount,562232
2026-04,Budget,6015,D010,Input,Input,Amount,179245
2026-04,Budget,6015,D011,Input,Input,Amount,483034
2026-04,Budget,6015,D012,Input,Input,Amount,518727
2026-04,Budget,6015,D013,Input,Input,Amount,570758
2026-04,Budget,6015,D014,Input,Input,Amount,204785
2026-04,Budget,6015,D015,Input,Input,Amount,38310
2026-04,Budget,6015,D016,Input,Input,Amount,73131
2026-04,Budget,6015,D017,Input,Input,Amount,270833
2026-04,Budget,6016,D001,Input,Input,Amount,240060
2026-04,Budget,6016,D002,Input,Input,Amount,161277
2026-04,Budget,6016,D003,Input,Input,Amount,199734
2026-04,Budget,6016,D004,Input,Input,Amount,560941
2026-04,Budget,6016,D005,Input,Input,Amount,53411
2026-04,Budget,6016,D006,Input,Input,Amount,509011
2026-04,Budget,6016,D007,Input,Input,Amount,59535
2026-04,Budget,6016,D008,Input,Input,Amount,280296
2026-04,Budget,6016,D009,Input,Input,Amount,368457
2026-04,Budget,6016,D010,Input,Input,Amount,242557
2026-04,Budget,6016,D011,Input,Input,Amount,361012
2026-04,Budget,6016,D012,Input,Input,Amount,369455
2026-04,Budget,6016,D013,Input,Input,Amount,403272
2026-04,Budget,6016,D014,Input,Input,Amount,323573
2026-04,Budget,6016,D015,Input,Input,Amount,260961
2026-04,Budget,6016,D016,Input,Input,Amount,610572
2026-04,Budget,6016,D017,Input,Input,Amount,338092
2026-04,Budget,6017,D001,Input,Input,Amount,334033
2026-04,Budget,6017,D002,Input,Input,Amount,153243
2026-04,Budget,6017,D003,Input,Input,Amount,406333
2026-04,Budget,6017,D004,Input,Input,Amount,581563
2026-04,Budget,6017,D005,Input,Input,Amount,475052
2026-04,Budget,6017,D006,Input,Input,Amount,111087
2026-04,Budget,6017,D007,Input,Input,Amount,600623
2026-04,Budget,6017,D008,Input,Input,Amount,594016
2026-04,Budget,6017,D009,Input,Input,Amount,396941
2026-04,Budget,6017,D010,Input,Input,Amount,509767
2026-04,Budget,6017,D011,Input,Input,Amount,163423
2026-04,Budget,6017,D012,Input,Input,Amount,553306
2026-04,Budget,6017,D013,Input,Input,Amount,616723
2026-04,Budget,6017,D014,Input,Input,Amount,490097
2026-04,Budget,6017,D015,Input,Input,Amount,215849
2026-04,Budget,6017,D016,Input,Input,Amount,49853
2026-04,Budget,6017,D017,Input,Input,Amount,551323
2026-04,Budget,6018,D001,Input,Input,Amount,287969
2026-04,Budget,6018,D002,Input,Input,Amount,203699
2026-04,Budget,6018,D003,Input,Input,Amount,234609
2026-04,Budget,6018,D004,Input,Input,Amount,579085
2026-04,Budget,6018,D005,Input,Input,Amount,128384
2026-04,Budget,6018,D006,Input,Input,Amount,231020
2026-04,Budget,6018,D007,Input,Input,Amount,486965
2026-04,Budget,6018,D008,Input,Input,Amount,44800
2026-04,Budget,6018,D009,Input,Input,Amount,485913
2026-04,Budget,6018,D010,Input,Input,Amount,365940
2026-04,Budget,6018,D011,Input,Input,Amount,197013
2026-04,Budget,6018,D012,Input,Input,Amount,575700
2026-04,Budget,6018,D013,Input,Input,Amount,339457
2026-04,Budget,6018,D014,Input,Input,Amount,547968
2026-04,Budget,6018,D015,Input,Input,Amount,352339
2026-04,Budget,6018,D016,Input,Input,Amount,153679
2026-04,Budget,6018,D017,Input,Input,Amount,139491
2026-04,Budget,6019,D001,Input,Input,Amount,512551
2026-04,Budget,6019,D002,Input,Input,Amount,545520
2026-04,Budget,6019,D003,Input,Input,Amount,203269
2026-04,Budget,6019,D004,Input,Input,Amount,544048
2026-04,Budget,6019,D005,Input,Input,Amount,127119
2026-04,Budget,6019,D006,Input,Input,Amount,98956
2026-04,Budget,6019,D007,Input,Input,Amount,136444
2026-04,Budget,6019,D008,Input,Input,Amount,565991
2026-04,Budget,6019,D009,Input,Input,Amount,366840
2026-04,Budget,6019,D010,Input,Input,Amount,441605
2026-04,Budget,6019,D011,Input,Input,Amount,475533
2026-04,Budget,6019,D012,Input,Input,Amount,416838
2026-04,Budget,6019,D013,Input,Input,Amount,234617
2026-04,Budget,6019,D014,Input,Input,Amount,64277
2026-04,Budget,6019,D015,Input,Input,Amount,490214
2026-04,Budget,6019,D016,Input,Input,Amount,406788
2026-04,Budget,6019,D017,Input,Input,Amount,581318
2026-04,Budget,6020,D001,Input,Input,Amount,156894
2026-04,Budget,6020,D002,Input,Input,Amount,326833
2026-04,Budget,6020,D003,Input,Input,Amount,196852
2026-04,Budget,6020,D004,Input,Input,Amount,188585
2026-04,Budget,6020,D005,Input,Input,Amount,64546
2026-04,Budget,6020,D006,Input,Input,Amount,103988
2026-04,Budget,6020,D007,Input,Input,Amount,60746
2026-04,Budget,6020,D008,Input,Input,Amount,403574
2026-04,Budget,6020,D009,Input,Input,Amount,566830
2026-04,Budget,6020,D010,Input,Input,Amount,473228
2026-04,Budget,6020,D011,Input,Input,Amount,91539
2026-04,Budget,6020,D012,Input,Input,Amount,457097
2026-04,Budget,6020,D013,Input,Input,Amount,415569
2026-04,Budget,6020,D014,Input,Input,Amount,392284
2026-04,Budget,6020,D015,Input,Input,Amount,591290
2026-04,Budget,6020,D016,Input,Input,Amount,464814
2026-04,Budget,6020,D017,Input,Input,Amount,86984
2026-04,Budget,6021,D001,Input,Input,Amount,424374
2026-04,Budget,6021,D002,Input,Input,Amount,335985
2026-04,Budget,6021,D003,Input,Input,Amount,348140
2026-04,Budget,6021,D004,Input,Input,Amount,217504
2026-04,Budget,6021,D005,Input,Input,Amount,374042
2026-04,Budget,6021,D006,Input,Input,Amount,301885
2026-04,Budget,6021,D007,Input,Input,Amount,397151
2026-04,Budget,6021,D008,Input,Input,Amount,446114
2026-04,Budget,6021,D009,Input,Input,Amount,288716
2026-04,Budget,6021,D010,Input,Input,Amount,82722
2026-04,Budget,6021,D011,Input,Input,Amount,348674
2026-04,Budget,6021,D012,Input,Input,Amount,219451
2026-04,Budget,6021,D013,Input,Input,Amount,352565
2026-04,Budget,6021,D014,Input,Input,Amount,260744
2026-04,Budget,6021,D015,Input,Input,Amount,362055
2026-04,Budget,6021,D016,Input,Input,Amount,272945
2026-04,Budget,6021,D017,Input,Input,Amount,592618
2026-04,Budget,6022,D001,Input,Input,Amount,451648
2026-04,Budget,6022,D002,Input,Input,Amount,279518
