vGBL Period,vGBL Version,vGBL Account,vGBL Cost Centre,vCST Cost Pool,vCST Service Line,vCST Account Config Measure,vAmount
2026-04,Budget,5002,D005,Input,SL03,Direct Percentage Share,50.58
2026-04,Budget,5002,D006,Input,SL02,Direct Percentage Share,73.38
2026-04,Budget,5002,D006,Input,SL06,Direct Percentage Share,26.62
2026-04,Budget,5002,D007,Input,SL06,Direct Percentage Share,64.87
2026-04,Budget,5002,D007,Input,SL01,Direct Percentage Share,35.13
2026-04,Budget,5002,D008,Input,SL04,Direct Percentage Share,12.95
2026-04,Budget,5002,D008,Input,SL05,Direct Percentage Share,25.21
2026-04,Budget,5002,D008,Input,SL02,Direct Percentage Share,21.69
2026-04,Budget,5002,D008,Input,SL07,Direct Percentage Share,5.03
2026-04,Budget,5002,D008,Input,SL08,Direct Percentage Share,35.12
2026-04,Budget,5002,D009,Input,SL07,Direct Percentage Share,31.2
2026-04,Budget,5002,D009,Input,SL04,Direct Percentage Share,45.59
2026-04,Budget,5002,D009,Input,SL08,Direct Percentage Share,4.56
2026-04,Budget,5002,D009,Input,SL01,Direct Percentage Share,18.65
2026-04,Budget,5002,D010,Input,SL02,Direct Percentage Share,40.55
2026-04,Budget,5002,D010,Input,SL08,Direct Percentage Share,10.6
2026-04,Budget,5002,D010,Input,SL07,Direct Percentage Share,13.87
2026-04,Budget,5002,D010,Input,SL06,Direct Percentage Share,34.98
2026-04,Budget,5002,D011,Input,SL08,Direct Percentage Share,61.02
2026-04,Budget,5002,D011,Input,SL07,Direct Percentage Share,38.98
2026-04,Budget,5002,D012,Input,SL01,Direct Percentage Share,52.19
2026-04,Budget,5002,D012,Input,SL08,Direct Percentage Share,47.81
2026-04,Budget,5002,D013,Input,SL07,Direct Percentage Share,31.74
2026-04,Budget,5002,D013,Input,SL04,Direct Percentage Share,59.55
2026-04,Budget,5002,D013,Input,SL08,Direct Percentage Share,8.71
2026-04,Budget,5002,D014,Input,SL01,Direct Percentage Share,11.59
2026-04,Budget,5002,D014,Input,SL04,Direct Percentage Share,26.23
2026-04,Budget,5002,D014,Input,SL03,Direct Percentage Share,27.27
2026-04,Budget,5002,D014,Input,SL07,Direct Percentage Share,15.23
2026-04,Budget,5002,D014,Input,SL06,Direct Percentage Share,19.68
2026-04,Budget,5002,D015,Input,SL04,Direct Percentage Share,46.35
2026-04,Budget,5002,D015,Input,SL03,Direct Percentage Share,27.71
2026-04,Budget,5002,D015,Input,SL02,Direct Percentage Share,25.94
2026-04,Budget,5002,D016,Input,SL01,Direct Percentage Share,20.33
2026-04,Budget,5002,D016,Input,SL08,Direct Percentage Share,34.47
2026-04,Budget,5002,D016,Input,SL05,Direct Percentage Share,6.36
2026-04,Budget,5002,D016,Input,SL04,Direct Percentage Share,38.84
2026-04,Budget,5002,D017,Input,SL03,Direct Percentage Share,46.84
2026-04,Budget,5002,D017,Input,SL01,Direct Percentage Share,53.16
2026-04,Budget,5003,D001,Input,SL07,Direct Percentage Share,16.86
2026-04,Budget,5003,D001,Input,SL01,Direct Percentage Share,40.72
2026-04,Budget,5003,D001,Input,SL05,Direct Percentage Share,42.42
2026-04,Budget,5003,D002,Input,SL06,Direct Percentage Share,10.94
2026-04,Budget,5003,D002,Input,SL03,Direct Percentage Share,5.39
2026-04,Budget,5003,D002,Input,SL02,Direct Percentage Share,26.58
2026-04,Budget,5003,D002,Input,SL07,Direct Percentage Share,18.83
2026-04,Budget,5003,D002,Input,SL08,Direct Percentage Share,38.26
2026-04,Budget,5003,D003,Input,SL01,Direct Percentage Share,52.46
2026-04,Budget,5003,D003,Input,SL04,Direct Percentage Share,47.54
2026-04,Budget,5003,D004,Input,SL02,Direct Percentage Share,44.56
2026-04,Budget,5003,D004,Input,SL05,Direct Percentage Share,55.44
2026-04,Budget,5003,D005,Input,SL02,Direct Percentage Share,6.84
2026-04,Budget,5003,D005,Input,SL08,Direct Percentage Share,36.14
2026-04,Budget,5003,D005,Input,SL03,Direct Percentage Share,30.5
2026-04,Budget,5003,D005,Input,SL06,Direct Percentage Share,26.52
2026-04,Budget,5003,D006,Input,SL05,Direct Percentage Share,10.55
2026-04,Budget,5003,D006,Input,SL06,Direct Percentage Share,89.45
2026-04,Budget,5003,D007,Input,SL02,Direct Percentage Share,15.69
2026-04,Budget,5003,D007,Input,SL01,Direct Percentage Share,28.44
2026-04,Budget,5003,D007,Input,SL06,Direct Percentage Share,21.26
2026-04,Budget,5003,D007,Input,SL05,Direct Percentage Share,34.61
2026-04,Budget,5003,D008,Input,SL08,Direct Percentage Share,34.45
2026-04,Budget,5003,D008,Input,SL03,Direct Percentage Share,45.04
2026-04,Budget,5003,D008,Input,SL01,Direct Percentage Share,2.39
2026-04,Budget,5003,D008,Input,SL06,Direct Percentage Share,18.12
2026-04,Budget,5003,D009,Input,SL05,Direct Percentage Share,25.86
2026-04,Budget,5003,D009,Input,SL02,Direct Percentage Share,41.31
2026-04,Budget,5003,D009,Input,SL06,Direct Percentage Share,32.83
2026-04,Budget,5003,D010,Input,SL02,Direct Percentage Share,62.36
2026-04,Budget,5003,D010,Input,SL06,Direct Percentage Share,37.64
2026-04,Budget,5003,D011,Input,SL03,Direct Percentage Share,10.76
2026-04,Budget,5003,D011,Input,SL04,Direct Percentage Share,31.39
2026-04,Budget,5003,D011,Input,SL02,Direct Percentage Share,27.8
2026-04,Budget,5003,D011,Input,SL01,Direct Percentage Share,30.05
2026-04,Budget,5003,D012,Input,SL04,Direct Percentage Share,12.8
2026-04,Budget,5003,D012,Input,SL06,Direct Percentage Share,20.27
2026-04,Budget,5003,D012,Input,SL02,Direct Percentage Share,31.67
2026-04,Budget,5003,D012,Input,SL01,Direct Percentage Share,35.26
2026-04,Budget,5003,D013,Input,SL04,Direct Percentage Share,36.59
2026-04,Budget,5003,D013,Input,SL07,Direct Percentage Share,30.38
2026-04,Budget,5003,D013,Input,SL02,Direct Percentage Share,33.03
2026-04,Budget,5003,D014,Input,SL03,Direct Percentage Share,54.16
2026-04,Budget,5003,D014,Input,SL06,Direct Percentage Share,45.84
2026-04,Budget,5003,D015,Input,SL04,Direct Percentage Share,27.0
2026-04,Budget,5003,D015,Input,SL03,Direct Percentage Share,26.58
2026-04,Budget,5003,D015,Input,SL02,Direct Percentage Share,6.89
2026-04,Budget,5003,D015,Input,SL01,Direct Percentage Share,25.28
2026-04,Budget,5003,D015,Input,SL08,Direct Percentage Share,14.25
2026-04,Budget,5003,D016,Input,SL04,Direct Percentage Share,26.22
2026-04,Budget,5003,D016,Input,SL02,Direct Percentage Share,18.33
2026-04,Budget,5003,D016,Input,SL01,Direct Percentage Share,4.57
2026-04,Budget,5003,D016,Input,SL07,Direct Percentage Share,50.88
2026-04,Budget,5003,D017,Input,SL07,Direct Percentage Share,42.63
2026-04,Budget,5003,D017,Input,SL06,Direct Percentage Share,5.23
2026-04,Budget,5003,D017,Input,SL05,Direct Percentage Share,44.04
2026-04,Budget,5003,D017,Input,SL03,Direct Percentage Share,8.1
2026-05,Budget,5001,D001,Input,SL01,Direct Percentage Share,13.53
2026-05,Budget,5001,D001,Input,SL08,Direct Percentage Share,30.81
2026-05,Budget,5001,D001,Input,SL05,Direct Percentage Share,17.1
2026-05,Budget,5001,D001,Input,SL04,Direct Percentage Share,38.56
2026-05,Budget,5001,D002,Input,SL07,Direct Percentage Share,81.07
2026-05,Budget,5001,D002,Input,SL05,Direct Percentage Share,18.93
2026-05,Budget,5001,D003,Input,SL01,Direct Percentage Share,12.02
2026-05,Budget,5001,D003,Input,SL05,Direct Percentage Share,26.45
2026-05,Budget,5001,D003,Input,SL07,Direct Percentage Share,25.67
2026-05,Budget,5001,D003,Input,SL02,Direct Percentage Share,17.37
2026-05,Budget,5001,D003,Input,SL03,Direct Percentage Share,18.49
2026-05,Budget,5001,D004,Input,SL05,Direct Percentage Share,43.1
2026-05,Budget,5001,D004,Input,SL08,Direct Percentage Share,56.9
2026-05,Budget,5001,D005,Input,SL05,Direct Percentage Share,26.23
2026-05,Budget,5001,D005,Input,SL08,Direct Percentage Share,14.95
2026-05,Budget,5001,D005,Input,SL02,Direct Percentage Share,29.51
2026-05,Budget,5001,D005,Input,SL06,Direct Percentage Share,6.86
2026-05,Budget,5001,D005,Input,SL04,Direct Percentage Share,22.45
2026-05,Budget,5001,D006,Input,SL01,Direct Percentage Share,27.74
2026-05,Budget,5001,D006,Input,SL03,Direct Percentage Share,21.42
2026-05,Budget,5001,D006,Input,SL07,Direct Percentage Share,11.38
2026-05,Budget,5001,D006,Input,SL02,Direct Percentage Share,15.6
2026-05,Budget,5001,D006,Input,SL04,Direct Percentage Share,23.86
2026-05,Budget,5001,D007,Input,SL03,Direct Percentage Share,3.89
2026-05,Budget,5001,D007,Input,SL06,Direct Percentage Share,39.71
2026-05,Budget,5001,D007,Input,SL01,Direct Percentage Share,9.8
2026-05,Budget,5001,D007,Input,SL08,Direct Percentage Share,12.95
2026-05,Budget,5001,D007,Input,SL05,Direct Percentage Share,33.65
2026-05,Budget,5001,D008,Input,SL01,Direct Percentage Share,41.63
2026-05,Budget,5001,D008,Input,SL08,Direct Percentage Share,25.86
2026-05,Budget,5001,D008,Input,SL02,Direct Percentage Share,32.51
2026-05,Budget,5001,D009,Input,SL07,Direct Percentage Share,22.99
2026-05,Budget,5001,D009,Input,SL06,Direct Percentage Share,11.34
2026-05,Budget,5001,D009,Input,SL05,Direct Percentage Share,30.5
2026-05,Budget,5001,D009,Input,SL02,Direct Percentage Share,0.26
2026-05,Budget,5001,D009,Input,SL04,Direct Percentage Share,34.91
2026-05,Budget,5001,D010,Input,SL07,Direct Percentage Share,15.51
2026-05,Budget,5001,D010,Input,SL02,Direct Percentage Share,84.49
2026-05,Budget,5001,D011,Input,SL01,Direct Percentage Share,6.65
2026-05,Budget,5001,D011,Input,SL05,Direct Percentage Share,23.17
2026-05,Budget,5001,D011,Input,SL02,Direct Percentage Share,26.49
2026-05,Budget,5001,D011,Input,SL08,Direct Percentage Share,27.87
2026-05,Budget,5001,D011,Input,SL04,Direct Percentage Share,15.82
2026-05,Budget,5001,D012,Input,SL07,Direct Percentage Share,31.48
2026-05,Budget,5001,D012,Input,SL08,Direct Percentage Share,20.09
2026-05,Budget,5001,D012,Input,SL05,Direct Percentage Share,10.97
2026-05,Budget,5001,D012,Input,SL04,Direct Percentage Share,10.47
2026-05,Budget,5001,D012,Input,SL02,Direct Percentage Share,26.99
2026-05,Budget,5001,D013,Input,SL04,Direct Percentage Share,13.84
2026-05,Budget,5001,D013,Input,SL03,Direct Percentage Share,19.82
2026-05,Budget,5001,D013,Input,SL08,Direct Percentage Share,52.69
2026-05,Budget,5001,D013,Input,SL01,Direct Percentage Share,4.75
2026-05,Budget,5001,D013,Input,SL07,Direct Percentage Share,8.9
2026-05,Budget,5001,D014,Input,SL03,Direct Percentage Share,20.45
2026-05,Budget,5001,D014,Input,SL06,Direct Percentage Share,27.23
2026-05,Budget,5001,D014,Input,SL02,Direct Percentage Share,20.86
2026-05,Budget,5001,D014,Input,SL01,Direct Percentage Share,10.38
2026-05,Budget,5001,D014,Input,SL04,Direct Percentage Share,21.08
2026-05,Budget,5001,D015,Input,SL07,Direct Percentage Share,1.65
2026-05,Budget,5001,D015,Input,SL04,Direct Percentage Share,98.35
2026-05,Budget,5001,D016,Input,SL07,Direct Percentage Share,21.2
2026-05,Budget,5001,D016,Input,SL05,Direct Percentage Share,11.84
2026-05,Budget,5001,D016,Input,SL06,Direct Percentage Share,21.07
2026-05,Budget,5001,D016,Input,SL08,Direct Percentage Share,16.87
2026-05,Budget,5001,D016,Input,SL02,Direct Percentage Share,29.02
2026-05,Budget,5001,D017,Input,SL03,Direct Percentage Share,33.91
2026-05,Budget,5001,D017,Input,SL07,Direct Percentage Share,22.13
2026-05,Budget,5001,D017,Input,SL04,Direct Percentage Share,24.79
2026-05,Budget,5001,D017,Input,SL02,Direct Percentage Share,3.14
2026-05,Budget,5001,D017,Input,SL01,Direct Percentage Share,16.03
2026-05,Budget,5002,D001,Input,SL03,Direct Percentage Share,8.69
2026-05,Budget,5002,D001,Input,SL01,Direct Percentage Share,13.45
2026-05,Budget,5002,D001,Input,SL08,Direct Percentage Share,31.32
2026-05,Budget,5002,D001,Input,SL04,Direct Percentage Share,15.6
2026-05,Budget,5002,D001,Input,SL06,Direct Percentage Share,30.94
2026-05,Budget,5002,D002,Input,SL05,Direct Percentage Share,36.61
2026-05,Budget,5002,D002,Input,SL07,Direct Percentage Share,2.55
2026-05,Budget,5002,D002,Input,SL01,Direct Percentage Share,46.53
2026-05,Budget,5002,D002,Input,SL04,Direct Percentage Share,10.96
2026-05,Budget,5002,D002,Input,SL06,Direct Percentage Share,3.35
2026-05,Budget,5002,D003,Input,SL01,Direct Percentage Share,90.73
2026-05,Budget,5002,D003,Input,SL02,Direct Percentage Share,9.27
2026-05,Budget,5002,D004,Input,SL04,Direct Percentage Share,46.12
2026-05,Budget,5002,D004,Input,SL02,Direct Percentage Share,38.86
2026-05,Budget,5002,D004,Input,SL08,Direct Percentage Share,15.02
2026-05,Budget,5002,D005,Input,SL06,Direct Percentage Share,36.73
2026-05,Budget,5002,D005,Input,SL02,Direct Percentage Share,27.38
2026-05,Budget,5002,D005,Input,SL05,Direct Percentage Share,29.65
2026-05,Budget,5002,D005,Input,SL08,Direct Percentage Share,6.24
2026-05,Budget,5002,D006,Input,SL02,Direct Percentage Share,20.56
2026-05,Budget,5002,D006,Input,SL05,Direct Percentage Share,32.42
2026-05,Budget,5002,D006,Input,SL01,Direct Percentage Share,13.4
2026-05,Budget,5002,D006,Input,SL03,Direct Percentage Share,33.62
2026-05,Budget,5002,D007,Input,SL02,Direct Percentage Share,46.9
2026-05,Budget,5002,D007,Input,SL05,Direct Percentage Share,13.72
2026-05,Budget,5002,D007,Input,SL06,Direct Percentage Share,39.38
2026-05,Budget,5002,D008,Input,SL02,Direct Percentage Share,21.01
2026-05,Budget,5002,D008,Input,SL07,Direct Percentage Share,25.93
2026-05,Budget,5002,D008,Input,SL05,Direct Percentage Share,22.43
2026-05,Budget,5002,D008,Input,SL01,Direct Percentage Share,30.63
2026-05,Budget,5002,D009,Input,SL01,Direct Percentage Share,4.16
2026-05,Budget,5002,D009,Input,SL07,Direct Percentage Share,37.97
2026-05,Budget,5002,D009,Input,SL04,Direct Percentage Share,25.12
2026-05,Budget,5002,D009,Input,SL06,Direct Percentage Share,32.75
2026-05,Budget,5002,D010,Input,SL07,Direct Percentage Share,29.18
2026-05,Budget,5002,D010,Input,SL02,Direct Percentage Share,36.38
2026-05,Budget,5002,D010,Input,SL06,Direct Percentage Share,34.44
2026-05,Budget,5002,D011,Input,SL08,Direct Percentage Share,14.43
2026-05,Budget,5002,D011,Input,SL04,Direct Percentage Share,11.0
2026-05,Budget,5002,D011,Input,SL06,Direct Percentage Share,41.87
2026-05,Budget,5002,D011,Input,SL05,Direct Percentage Share,12.5
2026-05,Budget,5002,D011,Input,SL03,Direct Percentage Share,20.2
2026-05,Budget,5002,D012,Input,SL07,Direct Percentage Share,7.54
2026-05,Budget,5002,D012,Input,SL03,Direct Percentage Share,8.79
2026-05,Budget,5002,D012,Input,SL01,Direct Percentage Share,33.07
2026-05,Budget,5002,D012,Input,SL04,Direct Percentage Share,14.11
2026-05,Budget,5002,D012,Input,SL08,Direct Percentage Share,36.49
2026-05,Budget,5002,D013,Input,SL01,Direct Percentage Share,16.72
2026-05,Budget,5002,D013,Input,SL05,Direct Percentage Share,28.16
2026-05,Budget,5002,D013,Input,SL02,Direct Percentage Share,38.47
2026-05,Budget,5002,D013,Input,SL08,Direct Percentage Share,16.65
2026-05,Budget,5002,D014,Input,SL08,Direct Percentage Share,9.74
2026-05,Budget,5002,D014,Input,SL04,Direct Percentage Share,30.42
2026-05,Budget,5002,D014,Input,SL01,Direct Percentage Share,13.46
2026-05,Budget,5002,D014,Input,SL06,Direct Percentage Share,25.57
2026-05,Budget,5002,D014,Input,SL03,Direct Percentage Share,20.81
2026-05,Budget,5002,D015,Input,SL07,Direct Percentage Share,26.2
2026-05,Budget,5002,D015,Input,SL06,Direct Percentage Share,33.79
2026-05,Budget,5002,D015,Input,SL05,Direct Percentage Share,22.84
2026-05,Budget,5002,D015,Input,SL03,Direct Percentage Share,17.17
2026-05,Budget,5002,D016,Input,SL06,Direct Percentage Share,36.13
2026-05,Budget,5002,D016,Input,SL01,Direct Percentage Share,51.39
2026-05,Budget,5002,D016,Input,SL08,Direct Percentage Share,12.48
2026-05,Budget,5002,D017,Input,SL08,Direct Percentage Share,30.29
2026-05,Budget,5002,D017,Input,SL03,Direct Percentage Share,39.05
2026-05,Budget,5002,D017,Input,SL06,Direct Percentage Share,30.66
2026-05,Budget,5003,D001,Input,SL04,Direct Percentage Share,55.9
2026-05,Budget,5003,D001,Input,SL03,Direct Percentage Share,44.1
2026-05,Budget,5003,D002,Input,SL03,Direct Percentage Share,45.5
2026-05,Budget,5003,D002,Input,SL08,Direct Percentage Share,54.5
2026-05,Budget,5003,D003,Input,SL03,Direct Percentage Share,37.03
2026-05,Budget,5003,D003,Input,SL06,Direct Percentage Share,24.36
2026-05,Budget,5003,D003,Input,SL04,Direct Percentage Share,19.92
2026-05,Budget,5003,D003,Input,SL01,Direct Percentage Share,18.69
2026-05,Budget,5003,D004,Input,SL01,Direct Percentage Share,16.99
2026-05,Budget,5003,D004,Input,SL03,Direct Percentage Share,9.74
2026-05,Budget,5003,D004,Input,SL04,Direct Percentage Share,73.27
2026-05,Budget,5003,D005,Input,SL03,Direct Percentage Share,46.08
2026-05,Budget,5003,D005,Input,SL02,Direct Percentage Share,53.92
2026-05,Budget,5003,D006,Input,SL04,Direct Percentage Share,57.28
2026-05,Budget,5003,D006,Input,SL01,Direct Percentage Share,42.72
2026-05,Budget,5003,D007,Input,SL07,Direct Percentage Share,22.62
2026-05,Budget,5003,D007,Input,SL04,Direct Percentage Share,44.76
2026-05,Budget,5003,D007,Input,SL08,Direct Percentage Share,32.62
2026-05,Budget,5003,D008,Input,SL02,Direct Percentage Share,49.61
2026-05,Budget,5003,D008,Input,SL07,Direct Percentage Share,50.39
2026-05,Budget,5003,D009,Input,SL03,Direct Percentage Share,69.84
2026-05,Budget,5003,D009,Input,SL02,Direct Percentage Share,30.16
2026-05,Budget,5003,D010,Input,SL07,Direct Percentage Share,59.47
2026-05,Budget,5003,D010,Input,SL04,Direct Percentage Share,40.53
2026-05,Budget,5003,D011,Input,SL04,Direct Percentage Share,50.14
2026-05,Budget,5003,D011,Input,SL03,Direct Percentage Share,49.86
2026-05,Budget,5003,D012,Input,SL02,Direct Percentage Share,12.68
2026-05,Budget,5003,D012,Input,SL06,Direct Percentage Share,16.24
2026-05,Budget,5003,D012,Input,SL08,Direct Percentage Share,19.32
2026-05,Budget,5003,D012,Input,SL03,Direct Percentage Share,27.1
2026-05,Budget,5003,D012,Input,SL07,Direct Percentage Share,24.66
2026-05,Budget,5003,D013,Input,SL01,Direct Percentage Share,57.12
2026-05,Budget,5003,D013,Input,SL02,Direct Percentage Share,42.88
2026-05,Budget,5003,D014,Input,SL08,Direct Percentage Share,26.54
2026-05,Budget,5003,D014,Input,SL01,Direct Percentage Share,35.75
2026-05,Budget,5003,D014,Input,SL04,Direct Percentage Share,18.98
2026-05,Budget,5003,D014,Input,SL03,Direct Percentage Share,18.73
2026-05,Budget,5003,D015,Input,SL01,Direct Percentage Share,54.89
2026-05,Budget,5003,D015,Input,SL04,Direct Percentage Share,45.11
2026-05,Budget,5003,D016,Input,SL02,Direct Percentage Share,53.5
2026-05,Budget,5003,D016,Input,SL08,Direct Percentage Share,46.5
2026-05,Budget,5003,D017,Input,SL05,Direct Percentage Share,5.05
2026-05,Budget,5003,D017,Input,SL08,Direct Percentage Share,94.95
2026-06,Budget,5001,D001,Input,SL08,Direct Percentage Share,33.44
2026-06,Budget,5001,D001,Input,SL03,Direct Percentage Share,25.89
2026-06,Budget,5001,D001,Input,SL02,Direct Percentage Share,4.8
2026-06,Budget,5001,D001,Input,SL05,Direct Percentage Share,18.32
2026-06,Budget,5001,D001,Input,SL04,Direct Percentage Share,17.55
2026-06,Budget,5001,D002,Input,SL03,Direct Percentage Share,45.38
2026-06,Budget,5001,D002,Input,SL08,Direct Percentage Share,54.62
2026-06,Budget,5001,D003,Input,SL01,Direct Percentage Share,10.1
2026-06,Budget,5001,D003,Input,SL04,Direct Percentage Share,30.31
2026-06,Budget,5001,D003,Input,SL08,Direct Percentage Share,12.63
2026-06,Budget,5001,D003,Input,SL03,Direct Percentage Share,16.08
2026-06,Budget,5001,D003,Input,SL05,Direct Percentage Share,30.88
2026-06,Budget,5001,D004,Input,SL07,Direct Percentage Share,33.09
2026-06,Budget,5001,D004,Input,SL01,Direct Percentage Share,26.49
2026-06,Budget,5001,D004,Input,SL02,Direct Percentage Share,23.49
2026-06,Budget,5001,D004,Input,SL05,Direct Percentage Share,2.74
2026-06,Budget,5001,D004,Input,SL03,Direct Percentage Share,14.19
2026-06,Budget,5001,D005,Input,SL05,Direct Percentage Share,42.39
2026-06,Budget,5001,D005,Input,SL04,Direct Percentage Share,2.52
2026-06,Budget,5001,D005,Input,SL06,Direct Percentage Share,55.09
2026-06,Budget,5001,D006,Input,SL03,Direct Percentage Share,2.12
2026-06,Budget,5001,D006,Input,SL08,Direct Percentage Share,63.12
2026-06,Budget,5001,D006,Input,SL05,Direct Percentage Share,34.76
2026-06,Budget,5001,D007,Input,SL08,Direct Percentage Share,80.79
2026-06,Budget,5001,D007,Input,SL01,Direct Percentage Share,19.21
2026-06,Budget,5001,D008,Input,SL05,Direct Percentage Share,11.6
2026-06,Budget,5001,D008,Input,SL04,Direct Percentage Share,26.25
2026-06,Budget,5001,D008,Input,SL07,Direct Percentage Share,18.26
2026-06,Budget,5001,D008,Input,SL06,Direct Percentage Share,43.89
2026-06,Budget,5001,D009,Input,SL02,Direct Percentage Share,24.36
